gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
HIST1H4C,1.20E-22,0.116698662,0.631,0.61,4.40E-18
ITGB7,1.40E-22,1.089404674,0.202,0.106,5.14E-18
PTP4A2,1.61E-22,0.322997322,0.625,0.548,5.90E-18
CCDC85B,1.63E-22,0.440697807,0.358,0.276,5.98E-18
CREB1,1.77E-22,0.238175262,0.276,0.235,6.49E-18
RSRP1,1.83E-22,0.331066349,0.489,0.408,6.70E-18
SH3BP1,2.08E-22,1.245447339,0.213,0.1,7.62E-18
IFIT2,2.22E-22,1.78796703,0.127,0.071,8.12E-18
AUTS2,2.25E-22,-0.685359911,0.107,0.142,8.22E-18
NIBAN1,2.26E-22,-0.594365613,0.089,0.108,8.26E-18
ZFAND5,2.55E-22,0.319736481,0.263,0.219,9.33E-18
TXNL4A,3.01E-22,0.176655582,0.35,0.308,1.10E-17
KPNA2,3.11E-22,0.452972218,0.132,0.097,1.14E-17
MT2A,3.23E-22,0.298050759,0.414,0.368,1.18E-17
ZSWIM6,3.36E-22,-0.569053713,0.123,0.132,1.23E-17
EEF1D,3.46E-22,-0.215180105,0.95,0.95,1.27E-17
CTSZ,3.68E-22,1.203499652,0.177,0.095,1.35E-17
CDK11A,4.00E-22,-0.514658164,0.155,0.216,1.47E-17
AQP3,4.19E-22,-0.244542955,0.125,0.151,1.53E-17
NDUFA1,4.45E-22,0.278076724,0.547,0.474,1.63E-17
C4orf48,4.67E-22,0.621053641,0.236,0.158,1.71E-17
RPL28,4.73E-22,-0.112932742,0.99,0.977,1.73E-17
SGK1,5.09E-22,0.644161833,0.169,0.122,1.86E-17
RIPK2,5.15E-22,0.790713619,0.181,0.105,1.89E-17
NACA,5.43E-22,-0.12102907,0.979,0.966,1.99E-17
ITGA5,5.48E-22,-0.39442295,0.077,0.091,2.01E-17
CNPY3,7.03E-22,0.714969347,0.282,0.186,2.57E-17
S1PR5,7.59E-22,0.601200178,0.154,0.093,2.78E-17
AMBRA1,7.61E-22,-0.244290619,0.182,0.216,2.78E-17
HERPUD1,8.51E-22,0.18670469,0.297,0.281,3.12E-17
FAM89B,9.42E-22,0.58850496,0.106,0.071,3.45E-17
RPL39,9.47E-22,-0.196896156,0.988,0.972,3.47E-17
RPS13,9.95E-22,-0.177268426,0.985,0.971,3.64E-17
DAD1,1.17E-21,0.943196084,0.334,0.186,4.27E-17
CFD,1.35E-21,1.189147932,0.137,0.071,4.94E-17
NFKB1,1.40E-21,-0.219510477,0.504,0.538,5.13E-17
KLF6,1.64E-21,0.448234576,0.759,0.667,5.99E-17
SNX15,1.87E-21,0.910741767,0.076,0.039,6.83E-17
G6PD,2.02E-21,1.264424014,0.124,0.052,7.38E-17
RASSF1,2.12E-21,0.950589625,0.254,0.148,7.75E-17
UBA52,2.53E-21,-0.108034597,0.936,0.925,9.27E-17
CCL3,2.61E-21,0.646427428,0.094,0.064,9.55E-17
CBWD1,2.83E-21,-0.89549007,0.034,0.067,1.03E-16
GATAD2B,2.90E-21,-0.506473425,0.113,0.14,1.06E-16
KLF9,3.30E-21,0.200521053,0.234,0.214,1.21E-16
TPST2,3.46E-21,1.429609112,0.189,0.077,1.27E-16
HCFC1R1,4.22E-21,0.819442857,0.107,0.062,1.55E-16
RPL7A,4.29E-21,-0.153808821,0.985,0.971,1.57E-16
BST2,4.34E-21,0.848453953,0.283,0.17,1.59E-16
RPL27,4.54E-21,-0.31873915,0.919,0.921,1.66E-16
NDUFA11,5.43E-21,0.475676006,0.445,0.334,1.99E-16
DUSP23,6.27E-21,1.376757004,0.101,0.039,2.29E-16
RNF145,6.36E-21,-0.503855347,0.283,0.369,2.33E-16
TBCB,7.64E-21,0.696219532,0.273,0.18,2.80E-16
ABCB1,7.97E-21,-0.747954218,0.091,0.138,2.92E-16
SH2D1A,8.07E-21,-0.527036619,0.091,0.129,2.95E-16
CLEC7A,8.14E-21,-0.282932849,0.115,0.08,2.98E-16
DYRK2,8.71E-21,-0.504105155,0.109,0.152,3.19E-16
UQCRC1,8.73E-21,0.936283201,0.221,0.119,3.20E-16
CD36,1.08E-20,2.123858469,0.07,0.02,3.94E-16
RPS4X,1.20E-20,-0.151077104,0.986,0.973,4.39E-16
EDF1,1.22E-20,0.39057717,0.561,0.472,4.48E-16
CEP95,1.25E-20,-0.470142564,0.152,0.199,4.57E-16
TMEM176B,1.35E-20,2.595424578,0.084,0.018,4.93E-16
MACF1,1.75E-20,0.404932904,0.261,0.186,6.39E-16
SLC15A4,1.76E-20,0.18750186,0.136,0.102,6.45E-16
TXN,1.85E-20,0.524133901,0.318,0.227,6.77E-16
ITGB1BP1,1.89E-20,0.734548124,0.136,0.081,6.93E-16
TMA7,2.08E-20,-0.131031747,0.902,0.903,7.61E-16
LSR,2.35E-20,-0.812236877,0.085,0.145,8.60E-16
BTF3,2.44E-20,-0.167943033,0.912,0.913,8.93E-16
RHOB,2.47E-20,1.047790569,0.175,0.102,9.04E-16
FAM177A1,2.48E-20,-1.353581931,0.272,0.501,9.08E-16
SH3BGRL,2.51E-20,0.762844173,0.387,0.256,9.20E-16
HGSNAT,2.69E-20,-0.551126263,0.077,0.102,9.86E-16
RPS15A,2.73E-20,-0.222622674,0.989,0.976,9.98E-16
HNRNPU,2.97E-20,0.279746751,0.52,0.449,1.09E-15
ASH1L,3.06E-20,-0.162636682,0.228,0.239,1.12E-15
FTL,3.08E-20,0.201788775,0.971,0.951,1.13E-15
RMRP,3.10E-20,-0.238643645,0.062,0.071,1.14E-15
AKR7A2,3.46E-20,1.419254819,0.106,0.041,1.27E-15
BCAP31,3.47E-20,0.933704304,0.307,0.171,1.27E-15
EEF1B2,4.06E-20,-0.228157377,0.937,0.933,1.49E-15
FAM214A,4.23E-20,-0.743084311,0.08,0.127,1.55E-15
HNRNPH3,4.77E-20,-0.604963825,0.376,0.501,1.75E-15
CAPN1,4.80E-20,1.69296823,0.121,0.039,1.76E-15
RIF1,4.88E-20,-0.748830922,0.089,0.139,1.79E-15
FGL2,5.10E-20,3.154212463,0.091,0.015,1.87E-15
CXCL16,5.63E-20,-0.651743756,0.093,0.1,2.06E-15
ICAM3,5.93E-20,0.340471178,0.514,0.439,2.17E-15
RRAS,6.67E-20,1.529313791,0.089,0.034,2.44E-15
SUPT6H,6.82E-20,-0.389712012,0.146,0.178,2.50E-15
TMEM141,6.93E-20,1.138709919,0.11,0.051,2.54E-15
TWISTNB,7.19E-20,0.260092476,0.141,0.122,2.63E-15
FLT3LG,7.23E-20,-0.284775516,0.338,0.392,2.65E-15
TIMP1,7.49E-20,-1.015918395,0.268,0.223,2.74E-15
ELOB,1.09E-19,0.255499611,0.654,0.59,3.98E-15
MED14,1.26E-19,-0.814539606,0.07,0.112,4.61E-15
IMPDH2,1.33E-19,0.408373548,0.153,0.118,4.87E-15
AK5,1.35E-19,0.434603835,0.052,0.044,4.94E-15
MT-ND5,1.40E-19,0.132014356,0.736,0.689,5.12E-15
GPR65,1.51E-19,0.532902892,0.194,0.13,5.51E-15
PRR13,1.82E-19,0.447715082,0.512,0.406,6.65E-15
GZMB,1.98E-19,1.005919773,0.238,0.144,7.25E-15
HLA-DPB1,2.19E-19,0.331236021,0.357,0.248,8.02E-15
ECHS1,2.46E-19,1.399891553,0.108,0.041,9.02E-15
TBL1X,2.47E-19,-0.393963053,0.135,0.161,9.04E-15
AAK1,2.53E-19,-0.176678431,0.343,0.37,9.24E-15
TNF,2.64E-19,1.360032972,0.126,0.076,9.66E-15
IFITM1,2.95E-19,0.158925903,0.77,0.782,1.08E-14
CD37,2.96E-19,0.253525027,0.756,0.703,1.08E-14
ENO1,3.55E-19,0.636077257,0.408,0.278,1.30E-14
RNF167,3.66E-19,1.213739378,0.209,0.1,1.34E-14
ETHE1,3.81E-19,0.675539745,0.144,0.093,1.40E-14
SLC25A33,4.13E-19,0.52026254,0.122,0.087,1.51E-14
PHYKPL,4.27E-19,0.541082074,0.144,0.1,1.56E-14
ATP5MC3,4.82E-19,0.281449925,0.437,0.378,1.77E-14
Z93241.1,5.11E-19,0.31686915,0.072,0.058,1.87E-14
RPLP2,5.21E-19,-0.148435764,0.967,0.957,1.91E-14
DHX36,5.30E-19,-0.418567857,0.183,0.229,1.94E-14
KMT2E,5.72E-19,-0.359776923,0.498,0.567,2.09E-14
RPS3A,5.96E-19,-0.124936547,0.988,0.974,2.18E-14
FCER1G,6.25E-19,1.274658342,0.22,0.132,2.29E-14
CLDND1,6.41E-19,-0.339012267,0.258,0.313,2.35E-14
ANXA1,6.54E-19,0.894552549,0.509,0.319,2.40E-14
GZMK,7.43E-19,0.519705595,0.099,0.085,2.72E-14
APPL2,7.54E-19,-0.451637006,0.066,0.084,2.76E-14
ZC3H8,9.97E-19,-0.551932034,0.088,0.123,3.65E-14
RPIA,1.06E-18,0.19891147,0.152,0.131,3.87E-14
HMGN1,1.13E-18,0.117532141,0.522,0.501,4.14E-14
AC006369.1,1.14E-18,0.887448519,0.112,0.062,4.19E-14
XCL2,1.22E-18,1.028307832,0.091,0.048,4.47E-14
ZMYM2,1.60E-18,-0.307015385,0.188,0.22,5.87E-14
PIK3R1,2.03E-18,-0.764171199,0.408,0.545,7.44E-14
LINC00299,2.09E-18,1.519777715,0.079,0.028,7.65E-14
FBLN7,2.14E-18,-1.161877313,0.025,0.057,7.84E-14
ASCL2,2.46E-18,2.022171448,0.077,0.019,9.01E-14
GAS5,2.52E-18,-0.309684569,0.362,0.431,9.24E-14
AC004865.2,2.61E-18,1.371856608,0.057,0.022,9.56E-14
PID1,2.63E-18,0.262722116,0.092,0.064,9.63E-14
CAPZA1,2.65E-18,-0.184278223,0.22,0.231,9.71E-14
RPS12,2.66E-18,-0.255375752,0.99,0.979,9.74E-14
RPLP1,2.69E-18,-0.332156442,0.99,0.981,9.84E-14
RPS3,2.71E-18,-0.155774752,0.987,0.973,9.93E-14
TSTD1,2.76E-18,0.582342754,0.299,0.22,1.01E-13
HMGN3,2.77E-18,0.471724816,0.315,0.226,1.01E-13
NBL1,2.80E-18,-1.695784244,0.036,0.108,1.02E-13
IFNG,2.82E-18,1.613199314,0.082,0.024,1.03E-13
TRAPPC1,3.61E-18,0.779227805,0.296,0.182,1.32E-13
FAU,3.76E-18,-0.139820371,0.988,0.977,1.37E-13
DGCR6L,3.99E-18,0.320958712,0.185,0.149,1.46E-13
CMC1,4.07E-18,0.847200006,0.208,0.126,1.49E-13
GLIPR1,4.77E-18,1.329737579,0.265,0.122,1.75E-13
CCDC59,4.96E-18,0.120474718,0.37,0.344,1.82E-13
ERCC1,5.36E-18,0.369585911,0.177,0.132,1.96E-13
PRR5,5.44E-18,0.823497385,0.11,0.063,1.99E-13
CCDC200,6.41E-18,-0.301143698,0.061,0.082,2.35E-13
FLNA,6.86E-18,0.503388369,0.465,0.36,2.51E-13
GSTK1,7.16E-18,0.300908088,0.604,0.526,2.62E-13
TUBB2A,7.61E-18,0.536603198,0.119,0.088,2.79E-13
RPL32,7.68E-18,-0.209728837,0.989,0.976,2.81E-13
PTK2,7.79E-18,-0.949053495,0.041,0.067,2.85E-13
KLRC4,8.09E-18,1.279506939,0.061,0.026,2.96E-13
IFIT3,8.24E-18,1.490610578,0.077,0.034,3.02E-13
TP53INP1,8.76E-18,0.368300802,0.073,0.058,3.21E-13
RPL19,8.95E-18,-0.177229638,0.989,0.977,3.28E-13
CCDC107,9.45E-18,1.188893097,0.158,0.073,3.46E-13
CORO1B,1.06E-17,0.507491704,0.235,0.171,3.86E-13
LARS,1.11E-17,1.306185553,0.108,0.045,4.05E-13
SNRPD1,1.11E-17,0.143339589,0.291,0.269,4.07E-13
MS4A6A,1.14E-17,2.24651648,0.083,0.025,4.16E-13
SC5D,1.14E-17,-1.347697345,0.036,0.088,4.17E-13
ERN1,1.19E-17,0.131391257,0.179,0.153,4.34E-13
PRKCI,1.55E-17,-0.532424952,0.047,0.06,5.69E-13
ERAP2,1.59E-17,0.199921155,0.094,0.078,5.82E-13
BAZ2A,1.61E-17,-0.309700552,0.155,0.175,5.89E-13
EEF2,1.63E-17,-0.104211429,0.914,0.916,5.98E-13
FBXW5,1.65E-17,1.074264198,0.228,0.12,6.05E-13
JAZF1,1.66E-17,0.627763824,0.168,0.105,6.07E-13
IFNGR1,1.68E-17,-0.516671544,0.2,0.255,6.14E-13
RPL15,1.83E-17,-0.107808505,0.962,0.953,6.68E-13
KRTCAP2,1.91E-17,0.514796775,0.473,0.361,7.00E-13
RGS2,1.98E-17,0.257675492,0.199,0.165,7.23E-13
TSEN54,1.99E-17,-0.379679261,0.147,0.178,7.28E-13
PDCD5,2.45E-17,0.637038824,0.234,0.154,8.98E-13
AL139246.5,2.46E-17,0.714963084,0.097,0.056,9.00E-13
SLC25A5,2.69E-17,0.17646324,0.505,0.469,9.83E-13
FOXO1,3.14E-17,-0.489801642,0.223,0.286,1.15E-12
SLC25A11,3.33E-17,1.60774883,0.087,0.028,1.22E-12
BOD1L1,4.05E-17,-0.34296871,0.235,0.27,1.48E-12
FYN,4.09E-17,-0.438891744,0.47,0.528,1.50E-12
MAP1LC3B,4.71E-17,0.171249602,0.501,0.454,1.73E-12
ARRDC2,4.72E-17,-0.688695539,0.188,0.281,1.73E-12
IRF8,4.79E-17,0.32324897,0.092,0.069,1.75E-12
HSP90B1,4.93E-17,0.253775815,0.461,0.389,1.80E-12
FKBP11,5.12E-17,-0.34922822,0.196,0.226,1.87E-12
PPIF,5.38E-17,0.50686402,0.169,0.124,1.97E-12
NAA38,5.59E-17,0.95634199,0.236,0.124,2.05E-12
NEDD8,5.88E-17,0.785726231,0.301,0.184,2.15E-12
PPP1R35,5.89E-17,-0.218706389,0.12,0.135,2.16E-12
CLEC12A,5.91E-17,2.01781637,0.066,0.018,2.16E-12
S100A8,6.18E-17,1.629213133,0.146,0.079,2.26E-12
SSBP3,6.21E-17,0.862083415,0.14,0.079,2.27E-12
CD81,6.60E-17,0.263803422,0.424,0.384,2.42E-12
RUNX3,6.62E-17,-0.206906989,0.458,0.476,2.42E-12
HRH2,7.91E-17,1.522681446,0.05,0.018,2.90E-12
ZBTB10,8.16E-17,0.176894742,0.179,0.158,2.99E-12
PTMS,8.41E-17,1.408831644,0.06,0.026,3.08E-12
ARID4A,8.84E-17,-0.230427025,0.172,0.192,3.24E-12
MATK,9.00E-17,0.429589376,0.207,0.154,3.30E-12
POLE4,9.88E-17,0.555150197,0.193,0.131,3.62E-12
DNM2,1.03E-16,-0.272479105,0.227,0.251,3.76E-12
GRN,1.11E-16,1.081258062,0.177,0.096,4.05E-12
PCED1B-AS1,1.12E-16,0.117141032,0.558,0.555,4.09E-12
COX6B1,1.19E-16,0.299786108,0.624,0.546,4.36E-12
SYTL2,1.35E-16,0.168426102,0.081,0.069,4.95E-12
PLIN2,1.38E-16,0.352186192,0.182,0.138,5.06E-12
SPN,1.39E-16,1.560482088,0.18,0.069,5.09E-12
NDUFA13,1.44E-16,0.27497712,0.458,0.389,5.29E-12
KLF3,1.45E-16,-0.535994395,0.342,0.44,5.31E-12
PLEK,1.46E-16,1.418193425,0.296,0.124,5.34E-12
SETD1B,1.54E-16,-0.774894309,0.052,0.086,5.63E-12
MFSD10,1.54E-16,0.702052119,0.203,0.129,5.65E-12
PNPLA8,1.56E-16,0.345353457,0.246,0.198,5.72E-12
KLRF1,1.67E-16,0.694289829,0.098,0.061,6.12E-12
PAN3,1.90E-16,-0.424234583,0.174,0.202,6.96E-12
TSTA3,1.91E-16,0.806992034,0.105,0.062,7.00E-12
CASK,1.94E-16,-0.287751089,0.127,0.155,7.09E-12
CLASP1,1.98E-16,-0.596166225,0.101,0.133,7.25E-12
CSTB,2.10E-16,0.762994181,0.331,0.209,7.69E-12
BCL9L,2.25E-16,-0.678392344,0.067,0.102,8.23E-12
CFP,2.44E-16,1.42161471,0.118,0.056,8.93E-12
WIPF1,2.55E-16,-0.212986824,0.344,0.378,9.32E-12
ZFP90,2.74E-16,-0.236028008,0.049,0.057,1.00E-11
CENPX,2.75E-16,0.754281232,0.13,0.078,1.01E-11
PRR7,2.91E-16,0.479511154,0.106,0.08,1.06E-11
ZFP36,3.42E-16,-0.129983727,0.79,0.857,1.25E-11
TCF25,3.54E-16,-0.217467067,0.414,0.439,1.29E-11
POP5,3.56E-16,0.874913595,0.11,0.058,1.30E-11
HDDC2,4.31E-16,0.646677868,0.138,0.092,1.58E-11
IL12RB1,4.66E-16,0.607181373,0.073,0.047,1.71E-11
SYNE2,4.72E-16,0.22645977,0.369,0.311,1.73E-11
ARPC5,6.22E-16,1.289926603,0.328,0.161,2.28E-11
RPS19,6.28E-16,-0.203040424,0.99,0.977,2.30E-11
CD82,6.52E-16,-0.323110568,0.11,0.119,2.39E-11
MNDA,6.92E-16,3.334012495,0.085,0.018,2.53E-11
CD300A,7.08E-16,1.894411878,0.127,0.036,2.59E-11
LSM4,7.25E-16,0.494573326,0.212,0.153,2.66E-11
HLA-DQA2,7.41E-16,-2.963960856,0.012,0.055,2.71E-11
YWHAQ,7.44E-16,0.576662422,0.417,0.305,2.72E-11
TNRC6C,7.47E-16,-0.312526261,0.085,0.101,2.73E-11
SDF2L1,7.91E-16,0.422737893,0.169,0.124,2.90E-11
AC012447.1,8.28E-16,0.435497251,0.082,0.058,3.03E-11
TMEM176A,8.71E-16,2.315899484,0.061,0.014,3.19E-11
STARD3NL,8.89E-16,0.674008765,0.121,0.075,3.25E-11
MTRNR2L12,9.13E-16,-0.525304761,0.973,0.991,3.34E-11
GPR108,9.18E-16,0.958556104,0.117,0.061,3.36E-11
DRAP1,9.74E-16,0.479500456,0.402,0.302,3.56E-11
BTN3A2,9.87E-16,1.555469064,0.159,0.058,3.61E-11
VSIR,9.92E-16,0.901123751,0.324,0.201,3.63E-11
COX6A1,9.94E-16,0.176725269,0.585,0.534,3.64E-11
XAF1,1.15E-15,1.584539718,0.101,0.031,4.22E-11
CUTA,1.17E-15,0.283080225,0.439,0.374,4.27E-11
NAAA,1.43E-15,0.16044223,0.161,0.138,5.23E-11
SIRPG,1.58E-15,0.840239616,0.058,0.034,5.78E-11
TMEM160,1.59E-15,0.660652505,0.244,0.157,5.81E-11
TUBB,1.68E-15,0.624421361,0.319,0.226,6.14E-11
LST1,1.90E-15,1.670452399,0.182,0.098,6.96E-11
CASP1,2.15E-15,1.763303452,0.166,0.054,7.88E-11
LSM7,2.18E-15,0.106551999,0.427,0.397,7.98E-11
PDIA6,2.20E-15,0.529859213,0.219,0.148,8.04E-11
YIF1A,2.21E-15,1.196904675,0.085,0.038,8.10E-11
FP236383.3,2.23E-15,-0.627486571,0.114,0.171,8.17E-11
GMDS,2.25E-15,0.486684101,0.119,0.082,8.22E-11
SEPTIN2,2.25E-15,-0.280553211,0.222,0.25,8.24E-11
MIIP,2.26E-15,0.689597026,0.088,0.051,8.29E-11
ANKH,2.37E-15,-0.361773585,0.067,0.079,8.69E-11
BLVRB,2.40E-15,1.098138788,0.11,0.054,8.77E-11
CERS6,2.46E-15,0.286562099,0.132,0.104,9.02E-11
OSBPL8,2.51E-15,-0.248955878,0.318,0.338,9.19E-11
FLI1,2.58E-15,1.151755921,0.219,0.105,9.43E-11
APMAP,2.73E-15,0.641192915,0.209,0.131,9.98E-11
CAPZB,2.86E-15,0.584603235,0.502,0.383,1.05E-10
IFI6,3.31E-15,0.773457619,0.135,0.082,1.21E-10
HSPB1,3.39E-15,0.416095829,0.253,0.202,1.24E-10
TCTA,3.39E-15,0.56411488,0.084,0.056,1.24E-10
SNX3,3.44E-15,0.413853981,0.384,0.305,1.26E-10
FLNB,3.56E-15,-0.68388623,0.053,0.078,1.30E-10
RB1CC1,3.60E-15,-0.400104927,0.215,0.259,1.32E-10
COMT,3.93E-15,1.364472104,0.142,0.059,1.44E-10
SKAP2,3.95E-15,1.927957575,0.09,0.023,1.45E-10
MAP3K2,4.30E-15,-0.45785482,0.292,0.351,1.57E-10
PCM1,4.51E-15,-0.164382996,0.26,0.271,1.65E-10
TMEM256,4.98E-15,0.452148374,0.238,0.174,1.82E-10
KMT2E-AS1,5.43E-15,0.173930982,0.191,0.169,1.99E-10
AC015849.1,6.08E-15,1.224574875,0.058,0.025,2.23E-10
MTHFD2,6.17E-15,0.250180514,0.093,0.071,2.26E-10
AC079305.1,6.30E-15,0.654685531,0.055,0.033,2.31E-10
MAPKAPK3,7.14E-15,0.75923249,0.134,0.08,2.61E-10
GLIPR2,7.30E-15,0.978294292,0.214,0.111,2.67E-10
ZNF276,8.46E-15,-0.145371671,0.099,0.108,3.10E-10
PTPN18,8.77E-15,0.977154584,0.188,0.1,3.21E-10
TSHZ2,8.78E-15,-0.552374923,0.097,0.135,3.21E-10
NAA50,8.81E-15,-0.39938631,0.115,0.135,3.22E-10
PARP10,9.95E-15,1.133197792,0.093,0.04,3.64E-10
ATP2B1-AS1,1.01E-14,0.270838875,0.21,0.156,3.70E-10
PIKFYVE,1.02E-14,-0.161748874,0.076,0.085,3.74E-10
ELL2,1.08E-14,-0.485151405,0.198,0.255,3.94E-10
PLD3,1.42E-14,0.76620763,0.181,0.108,5.20E-10
RPS7,1.46E-14,-0.144378285,0.986,0.977,5.33E-10
CHMP1B,1.49E-14,0.12675743,0.094,0.081,5.47E-10
USF2,1.53E-14,-0.219740312,0.081,0.089,5.58E-10
ANXA2,1.54E-14,0.955887198,0.358,0.21,5.65E-10
HOOK2,1.68E-14,0.106390697,0.196,0.181,6.17E-10
PGLS,1.92E-14,0.619934379,0.274,0.195,7.02E-10
ITSN2,1.95E-14,-0.162263449,0.283,0.292,7.13E-10
PHLDA1,1.98E-14,-0.487493954,0.089,0.098,7.25E-10
ITGB2-AS1,1.99E-14,0.70026094,0.145,0.09,7.29E-10
SLBP,2.04E-14,-0.597903713,0.144,0.199,7.48E-10
RICTOR,2.22E-14,-0.486118951,0.221,0.279,8.12E-10
DUT,2.35E-14,0.825828516,0.199,0.116,8.60E-10
ABLIM1,2.38E-14,-0.543132828,0.229,0.305,8.71E-10
MRPS24,2.44E-14,0.136776009,0.264,0.24,8.93E-10
BTBD9,3.06E-14,-0.544243989,0.213,0.26,1.12E-09
PTOV1,3.16E-14,0.768661013,0.16,0.1,1.16E-09
GBP5,3.48E-14,0.925854875,0.19,0.106,1.27E-09
TMSB4X,3.61E-14,0.338727052,0.981,0.968,1.32E-09
YIF1B,3.64E-14,1.106353371,0.093,0.043,1.33E-09
SLC43A2,3.66E-14,-0.397704084,0.081,0.078,1.34E-09
KLHL5,3.66E-14,-0.619460901,0.106,0.144,1.34E-09
TAB2,3.82E-14,-0.445644656,0.228,0.288,1.40E-09
UQCR11,4.10E-14,0.281326548,0.633,0.559,1.50E-09
RASSF3,4.55E-14,-0.29850288,0.138,0.157,1.67E-09
AUP1,4.57E-14,0.232170635,0.283,0.237,1.67E-09
BTBD11,5.19E-14,-1.156956993,0.068,0.126,1.90E-09
DDX6,5.26E-14,-0.442099023,0.446,0.535,1.92E-09
CKLF,5.39E-14,0.980716647,0.246,0.132,1.97E-09
NSMCE1,5.45E-14,0.713157083,0.152,0.097,1.99E-09
PAK1,5.76E-14,0.966859594,0.095,0.045,2.11E-09
RPL18A,5.82E-14,-0.177776347,0.987,0.972,2.13E-09
RPL30,5.91E-14,-0.189047962,0.99,0.978,2.16E-09
PSMC5,6.00E-14,0.646682887,0.258,0.171,2.20E-09
IP6K1,6.99E-14,-0.466829604,0.084,0.108,2.56E-09
P2RY10,7.25E-14,-0.579379385,0.071,0.109,2.66E-09
CTSC,7.39E-14,1.032609341,0.266,0.141,2.70E-09
RETREG1,7.39E-14,-0.715036362,0.044,0.07,2.71E-09
BISPR,7.41E-14,1.123390007,0.063,0.03,2.71E-09
RBM25,7.77E-14,-0.128512789,0.387,0.407,2.84E-09
LAG3,8.18E-14,1.530539823,0.056,0.021,2.99E-09
CYB5A,8.35E-14,0.855866879,0.057,0.03,3.06E-09
ORAI1,8.76E-14,0.291143554,0.247,0.196,3.21E-09
IPCEF1,9.45E-14,0.802198313,0.097,0.056,3.46E-09
CXCL8,1.00E-13,-0.452221143,0.067,0.058,3.68E-09
SNX10,1.04E-13,1.045773291,0.116,0.056,3.82E-09
FLOT1,1.05E-13,0.845889974,0.172,0.098,3.83E-09
RBX1,1.07E-13,-0.345546857,0.227,0.27,3.93E-09
CRTC2,1.08E-13,-0.558822541,0.103,0.138,3.96E-09
GRAMD1A,1.17E-13,-0.162284452,0.124,0.134,4.28E-09
PSMD9,1.20E-13,0.40164223,0.2,0.151,4.40E-09
GSDMD,1.22E-13,1.427677223,0.119,0.048,4.45E-09
NDUFA2,1.27E-13,0.373468216,0.31,0.249,4.64E-09
SNHG7,1.27E-13,-0.486935372,0.304,0.38,4.64E-09
SIPA1L1,1.52E-13,-0.320564731,0.21,0.216,5.55E-09
LYST,1.52E-13,0.276555836,0.247,0.22,5.58E-09
CNN2,1.62E-13,0.301484153,0.49,0.423,5.92E-09
RFFL,1.76E-13,-0.27068569,0.097,0.106,6.45E-09
RFX2,1.82E-13,-0.636835934,0.051,0.064,6.67E-09
RORA,2.09E-13,-0.308742083,0.33,0.38,7.63E-09
ILF3-DT,2.09E-13,0.526210527,0.116,0.08,7.64E-09
ATP5IF1,2.14E-13,0.470518932,0.402,0.298,7.83E-09
PRSS23,2.24E-13,1.338656659,0.114,0.045,8.18E-09
GADD45B,2.35E-13,-0.155228211,0.408,0.428,8.61E-09
ZNF593,2.41E-13,0.733369133,0.099,0.058,8.83E-09
EPB41L4A-AS1,2.42E-13,-0.631019091,0.245,0.356,8.87E-09
RFX7,2.48E-13,-0.337662417,0.053,0.061,9.07E-09
SRSF11,2.74E-13,-0.16573234,0.504,0.536,1.00E-08
RNF4,2.90E-13,-0.383429723,0.148,0.179,1.06E-08
CHD1,2.90E-13,-0.543380145,0.425,0.53,1.06E-08
FAM49B,2.96E-13,0.253492483,0.411,0.333,1.08E-08
RNF213,3.06E-13,0.527753135,0.436,0.314,1.12E-08
ACADVL,3.16E-13,0.51355675,0.197,0.14,1.16E-08
RPL22L1,3.30E-13,0.196427978,0.398,0.353,1.21E-08
LRRC59,3.34E-13,0.577849431,0.14,0.094,1.22E-08
PDCD2,3.36E-13,0.520177566,0.198,0.142,1.23E-08
CLIP4,3.48E-13,-0.371067848,0.076,0.088,1.28E-08
NAMPT,3.63E-13,0.546174965,0.246,0.197,1.33E-08
SLCO3A1,3.71E-13,-0.120864787,0.177,0.185,1.36E-08
CCND3,3.95E-13,0.720304668,0.5,0.357,1.44E-08
ZFAND2A,3.95E-13,0.144024855,0.215,0.202,1.45E-08
SKP1,4.07E-13,0.144445492,0.587,0.532,1.49E-08
COTL1,4.11E-13,0.306729631,0.43,0.405,1.51E-08
NOP53,4.22E-13,-0.217832269,0.651,0.697,1.55E-08
IL7R,4.26E-13,0.291205661,0.431,0.461,1.56E-08
PRELID1,4.66E-13,0.695952121,0.354,0.238,1.70E-08
RGS10,4.82E-13,-0.294504147,0.361,0.406,1.76E-08
ATOX1,4.95E-13,0.663856685,0.159,0.099,1.81E-08
ARGLU1,5.20E-13,0.247922985,0.554,0.49,1.90E-08
BTG1,5.23E-13,-0.167786438,0.939,0.971,1.91E-08
PATL2,5.28E-13,0.868208303,0.131,0.072,1.93E-08
STAT1,5.40E-13,1.301408307,0.175,0.078,1.98E-08
RBPJ,5.96E-13,-0.519638248,0.144,0.174,2.18E-08
ASB8,6.02E-13,-0.522925858,0.115,0.155,2.20E-08
PLCB2,6.78E-13,1.219831563,0.098,0.043,2.48E-08
PLBD1,7.01E-13,1.636614576,0.078,0.031,2.57E-08
DENND6A,7.20E-13,-0.414431287,0.114,0.149,2.64E-08
PPP2R2D,7.40E-13,-0.110117571,0.243,0.257,2.71E-08
TNFRSF14,7.41E-13,0.349288874,0.307,0.251,2.71E-08
